car_brand,car_tier,car_segment,damage_location,car_age,damage_type,damage_ratio,internal_damage_flag,car_model_val,repair_cost
Volkswagen,Mid,SUV,front,3,scratch,0.095,0,12.24,5400
Renault,Economy,Hatchback,rear,6,damaged_tire,0.127,0,3.03,3500
MG,Mid,SUV,rear,13,damaged_tire,0.129,0,3.27,6300
Hyundai,Economy,Hatchback,front,4,damaged_tire,0.149,0,4.09,4500
Tata,Economy,Sedan,front,5,lamp_broken,0.197,1,5.02,19700
Mercedes,Luxury,SUV,front,1,dent,0.131,0,48.43,31900
Renault,Economy,Hatchback,front,3,dent,0.032,0,4.7,3100
Hyundai,Economy,Hatchback,side,2,lamp_broken,0.087,0,5.06,4900
Tata,Economy,Hatchback,rear,10,dent,0.099,0,1.73,2800
Skoda,Mid,Sedan,rear,3,dent,0.185,0,9.92,10900
Renault,Economy,Sedan,rear,1,damaged_tire,0.099,0,7.73,4300
Audi,Luxury,Sedan,rear,8,scratch,0.14,0,15.83,10200
Tata,Economy,Hatchback,rear,14,dent,0.193,1,1.5,14300
Renault,Economy,Hatchback,front,5,scratch,0.12,0,3.53,2400
Nissan,Economy,Sedan,front,0,dent,0.091,0,7.73,4800
Tata,Economy,Hatchback,front,4,scratch,0.217,0,3.54,3100
Kia,Mid,SUV,front,7,glass_damage,0.206,1,7.96,40700
Hyundai,Economy,SUV,rear,9,lamp_broken,0.088,0,3.66,5300
Tata,Economy,Hatchback,front,1,dent,0.12,0,4.71,5200
Renault,Economy,SUV,front,8,lamp_broken,0.109,0,4.19,6900
Renault,Economy,SUV,front,12,glass_damage,0.151,0,2.04,8000
Renault,Economy,SUV,side,4,glass_damage,0.038,0,7.32,7000
Renault,Economy,Hatchback,side,2,lamp_broken,0.114,0,4.59,5600
Kia,Mid,Hatchback,rear,12,dent,0.109,0,1.52,5000
Renault,Economy,Sedan,rear,2,glass_damage,0.176,0,7.46,7700
Hyundai,Economy,Hatchback,side,3,scratch,0.118,0,4.36,1900
Hyundai,Economy,Hatchback,front,11,lamp_broken,0.143,0,1.5,4900
Renault,Economy,SUV,rear,7,lamp_broken,0.086,0,4.96,5300
Tata,Economy,Sedan,side,7,scratch,0.234,0,3.85,2400
Nissan,Economy,Hatchback,front,8,dent,0.202,0,2.16,5300
Volkswagen,Mid,SUV,side,12,damaged_tire,0.151,0,3.16,7300
Mercedes,Luxury,SUV,rear,9,scratch,0.27,0,18.8,16100
Nissan,Economy,SUV,front,10,dent,0.15,0,2.9,6200
Tata,Economy,Sedan,front,5,glass_damage,0.179,0,5.4,7800
Nissan,Economy,Sedan,front,5,dent,0.03,0,5.22,3400
Skoda,Mid,SUV,rear,3,dent,0.313,0,12.77,15300
Nissan,Economy,Hatchback,front,1,glass_damage,0.103,0,5.66,7700
Renault,Economy,SUV,rear,8,dent,0.068,0,4.19,3600
Hyundai,Economy,SUV,rear,5,scratch,0.114,0,6.52,2400
Toyota,Mid,Sedan,rear,3,damaged_tire,0.28,0,9.01,8700
Hyundai,Economy,Hatchback,front,2,damaged_tire,0.113,0,5.05,4900
Tata,Economy,SUV,rear,4,damaged_tire,0.097,0,6.51,4900
Renault,Economy,Hatchback,front,5,glass_damage,0.132,0,3.51,7500
Tata,Economy,Sedan,rear,5,damaged_tire,0.085,0,5.26,3800
Kia,Mid,Sedan,rear,3,scratch,0.044,0,8.65,2400
BMW,Luxury,SUV,rear,5,scratch,0.153,0,31.36,12700
Nissan,Economy,Hatchback,front,8,dent,0.164,0,2.55,5100
Audi,Luxury,Sedan,rear,4,scratch,0.012,0,28.29,3700
MG,Mid,SUV,front,2,dent,0.136,0,13.79,12200
Renault,Economy,Sedan,front,3,glass_damage,0.125,0,6.33,8200
Honda,Mid,Sedan,rear,5,scratch,0.114,0,8.1,2900
Tata,Economy,Sedan,front,3,damaged_tire,0.019,0,6.47,3500
Mercedes,Luxury,Sedan,front,1,damaged_tire,0.115,0,33.86,22600
Hyundai,Economy,Hatchback,rear,6,dent,0.173,0,3.17,3500
Tata,Economy,Hatchback,front,10,scratch,0.034,0,1.73,1400
Renault,Economy,Hatchback,front,7,scratch,0.09,0,2.88,1700
Nissan,Economy,Sedan,front,8,dent,0.061,0,3.76,3800
Renault,Economy,Hatchback,side,7,glass_damage,0.099,0,2.98,5400
Tata,Economy,SUV,side,8,dent,0.23,0,4.24,7100
BMW,Luxury,SUV,side,5,glass_damage,0.104,0,30.89,52500
Tata,Economy,Hatchback,front,6,dent,0.039,0,3.24,2700
Kia,Mid,Sedan,rear,8,dent,0.31,0,5.46,11300
Tata,Economy,Sedan,side,4,damaged_tire,0.121,0,5.82,4800
Hyundai,Economy,Hatchback,rear,3,damaged_tire,0.199,0,4.35,4200
Jaguar,Luxury,SUV,front,4,glass_damage,0.09,0,36.09,54400
Mercedes,Luxury,SUV,front,4,damaged_tire,0.172,0,35.64,26200
Toyota,Mid,SUV,rear,2,damaged_tire,0.053,0,13.39,7900
Renault,Economy,Hatchback,rear,3,scratch,0.098,0,4.33,1700
Nissan,Economy,Hatchback,rear,5,scratch,0.106,0,3.54,1700
Volkswagen,Mid,SUV,side,7,lamp_broken,0.03,0,8.18,9500
Volkswagen,Mid,Sedan,side,6,lamp_broken,0.025,0,6.94,7900
Renault,Economy,Hatchback,side,4,lamp_broken,0.039,0,3.74,3400
Hyundai,Economy,SUV,rear,6,scratch,0.1,0,6.14,1900
Renault,Economy,Sedan,front,4,scratch,0.073,0,5.68,2000
Tata,Economy,Hatchback,front,2,scratch,0.225,0,4.82,3700
Toyota,Mid,SUV,front,2,glass_damage,0.084,0,14.23,19700
Volkswagen,Mid,SUV,front,1,lamp_broken,0.166,0,14.7,27100
Kia,Mid,SUV,front,12,scratch,0.134,0,3.33,4100
Hyundai,Economy,Hatchback,rear,9,glass_damage,0.061,0,2.2,4800
Nissan,Economy,Sedan,front,12,dent,0.198,0,1.63,5500
Nissan,Economy,SUV,rear,4,scratch,0.082,0,7.36,2000
Nissan,Economy,Sedan,rear,9,glass_damage,0.115,0,2.75,5300
Maruti Suzuki,Economy,Hatchback,side,15,lamp_broken,0.075,0,1.5,3500
Maruti Suzuki,Economy,Hatchback,front,6,glass_damage,0.162,0,3.18,6800
Honda,Mid,SUV,front,5,lamp_broken,0.03,0,11.18,13900
Maruti Suzuki,Economy,Hatchback,rear,6,scratch,0.057,0,3.12,1100
Honda,Mid,SUV,side,10,scratch,0.179,0,4.89,4700
Maruti Suzuki,Economy,Hatchback,rear,4,glass_damage,0.231,0,4.11,7300
Honda,Mid,SUV,side,8,lamp_broken,0.108,0,7.38,14000
Skoda,Mid,Sedan,front,6,dent,0.117,0,7.31,9600
Hyundai,Economy,Hatchback,front,2,damaged_tire,0.04,0,4.67,4100
Mercedes,Luxury,Sedan,side,5,dent,0.031,0,22.52,12200
Toyota,Mid,SUV,side,7,scratch,0.145,0,8.22,4300
Mercedes,Luxury,SUV,rear,3,dent,0.165,0,38.25,29700
Hyundai,Economy,SUV,front,10,lamp_broken,0.247,0,3.05,9900
Hyundai,Economy,Hatchback,front,1,glass_damage,0.078,0,5.14,7700
Nissan,Economy,Hatchback,front,3,scratch,0.103,0,4.66,2200
Audi,Luxury,SUV,rear,3,scratch,0.171,0,37.08,14400
Nissan,Economy,Sedan,rear,2,scratch,0.078,0,6.93,1800
Kia,Mid,SUV,side,3,scratch,0.088,0,12.24,4200
Kia,Mid,SUV,front,4,scratch,0.152,0,10.4,5900
Hyundai,Economy,Hatchback,side,3,scratch,0.168,0,4.69,2200
Toyota,Mid,SUV,front,2,scratch,0.223,0,13.97,7300
Tata,Economy,Hatchback,side,5,dent,0.147,0,3.59,4300
Hyundai,Economy,Hatchback,side,3,lamp_broken,0.203,0,4.49,7700
MG,Mid,SUV,front,4,dent,0.135,0,11.7,12200
Volkswagen,Mid,Sedan,rear,7,dent,0.031,0,6.03,4800
Tata,Economy,Hatchback,front,4,scratch,0.102,0,4.14,2100
Tata,Economy,Hatchback,front,4,dent,0.187,0,3.78,6400
Nissan,Economy,Sedan,rear,9,dent,0.083,0,3.07,2800
Nissan,Economy,Hatchback,rear,5,scratch,0.15,0,3.54,1900
Kia,Mid,Sedan,front,7,scratch,0.086,0,6.05,3300
Tata,Economy,Sedan,rear,5,glass_damage,0.138,0,4.92,6200
Nissan,Economy,Sedan,front,4,scratch,0.134,0,5.76,2500
MG,Mid,Hatchback,front,6,dent,0.285,0,4.51,14400
Toyota,Mid,Sedan,rear,4,glass_damage,0.038,0,8.91,8900
Skoda,Mid,SUV,front,5,damaged_tire,0.287,0,10.94,14000
Toyota,Mid,Sedan,front,9,lamp_broken,0.107,0,4.49,15800
Tata,Economy,Hatchback,front,8,lamp_broken,0.162,0,2.48,7000
Tata,Economy,SUV,front,6,scratch,0.058,0,6.03,1900
Renault,Economy,SUV,rear,5,scratch,0.238,0,6.0,3400
Honda,Mid,SUV,rear,7,scratch,0.111,0,8.09,3500
Honda,Mid,Hatchback,front,4,damaged_tire,0.075,0,5.81,7100
Tata,Economy,Hatchback,rear,10,glass_damage,0.161,0,1.63,5600
Volvo,Luxury,SUV,front,2,scratch,0.137,0,43.0,18200
Renault,Economy,Hatchback,side,4,glass_damage,0.242,0,3.86,7400
BMW,Luxury,SUV,front,7,dent,0.097,0,24.42,25900
Nissan,Economy,Hatchback,front,1,scratch,0.013,0,5.11,1300
Hyundai,Economy,Sedan,rear,2,scratch,0.303,0,6.57,3100
Renault,Economy,Sedan,side,6,lamp_broken,0.191,0,4.74,6700
Volkswagen,Mid,Sedan,rear,3,scratch,0.14,0,9.91,3600
Kia,Mid,SUV,side,8,dent,0.085,0,7.0,8300
Honda,Mid,SUV,front,8,damaged_tire,0.133,0,7.29,10300
Kia,Mid,SUV,front,11,lamp_broken,0.107,0,3.82,15400
Nissan,Economy,Hatchback,front,1,lamp_broken,0.138,0,5.44,7900
Audi,Luxury,SUV,front,3,glass_damage,0.047,0,40.77,47600
Hyundai,Economy,Sedan,side,8,scratch,0.036,0,3.43,1300
BMW,Luxury,SUV,front,3,damaged_tire,0.039,0,39.37,17100
Audi,Luxury,SUV,front,10,scratch,0.06,0,14.39,10600
Maruti Suzuki,Economy,Hatchback,front,5,dent,0.189,1,3.8,16100
Jaguar,Luxury,SUV,side,4,scratch,0.057,0,35.16,9400
Hyundai,Economy,Hatchback,front,6,damaged_tire,0.063,0,3.08,3700
Toyota,Mid,SUV,front,2,dent,0.123,0,14.37,13700
Kia,Mid,Sedan,side,4,scratch,0.01,0,8.17,1800
Mercedes,Luxury,SUV,front,14,scratch,0.156,0,9.55,14000
Honda,Mid,SUV,rear,5,scratch,0.024,0,11.33,2100
Tata,Economy,Hatchback,rear,1,scratch,0.037,0,5.29,1200
Audi,Luxury,Sedan,rear,4,scratch,0.013,0,26.14,3900
Hyundai,Economy,Hatchback,front,4,glass_damage,0.01,0,3.72,5100
Toyota,Mid,Sedan,rear,2,lamp_broken,0.05,0,10.19,10000
Honda,Mid,Sedan,front,0,dent,0.063,0,11.76,8400
Skoda,Mid,SUV,rear,2,dent,0.144,0,14.04,10800
MG,Mid,SUV,rear,7,scratch,0.22,0,9.23,4600
Renault,Economy,Hatchback,side,7,glass_damage,0.294,1,2.61,17100
Jaguar,Luxury,Sedan,side,1,dent,0.103,0,31.71,21800
Renault,Economy,Hatchback,front,3,scratch,0.236,0,4.81,3000
Tata,Economy,Hatchback,front,1,damaged_tire,0.048,0,5.12,4400
Audi,Luxury,SUV,front,0,damaged_tire,0.275,0,49.8,41500
Skoda,Mid,SUV,rear,2,scratch,0.159,0,12.99,5300
Tata,Economy,Hatchback,rear,5,dent,0.225,0,3.63,5200
Nissan,Economy,SUV,front,7,scratch,0.051,0,5.67,1800
Honda,Mid,SUV,front,2,scratch,0.189,0,14.33,6500
Renault,Economy,Sedan,rear,12,scratch,0.209,0,1.75,1600
Hyundai,Economy,SUV,front,5,dent,0.122,0,6.45,6800
Mercedes,Luxury,SUV,side,3,scratch,0.099,0,40.71,10700
Honda,Mid,SUV,rear,13,dent,0.181,0,3.39,9200
Hyundai,Economy,Hatchback,rear,6,dent,0.063,0,3.34,2700
Skoda,Mid,SUV,front,13,glass_damage,0.168,0,3.45,15300
Renault,Economy,Sedan,front,7,dent,0.26,0,4.15,7600
Skoda,Mid,Sedan,side,11,damaged_tire,0.281,0,2.84,7500
Renault,Economy,SUV,front,6,glass_damage,0.076,0,5.97,8700
Toyota,Mid,SUV,front,7,scratch,0.072,0,7.79,3500
Maruti Suzuki,Economy,Sedan,side,9,damaged_tire,0.083,0,2.99,3500
Hyundai,Economy,Hatchback,rear,7,scratch,0.152,0,2.77,1700
Nissan,Economy,Sedan,side,2,glass_damage,0.141,0,6.72,7800
Honda,Mid,Sedan,side,3,scratch,0.121,0,8.89,3600
Tata,Economy,Hatchback,front,8,dent,0.235,0,2.58,6300
Jaguar,Luxury,Sedan,front,5,scratch,0.128,0,21.97,12300
BMW,Luxury,Sedan,side,8,dent,0.275,0,15.51,27800
Maruti Suzuki,Economy,Sedan,front,1,lamp_broken,0.167,0,7.55,8800
Mercedes,Luxury,SUV,front,4,scratch,0.085,0,39.57,12800
Kia,Mid,SUV,rear,2,dent,0.175,0,13.5,11900
Honda,Mid,SUV,front,7,scratch,0.064,0,8.33,3400
Hyundai,Economy,SUV,front,7,dent,0.04,0,5.17,3600
Renault,Economy,Hatchback,rear,3,lamp_broken,0.215,0,4.5,6200
MG,Mid,Sedan,rear,4,glass_damage,0.101,0,7.74,11700
Renault,Economy,Hatchback,rear,4,dent,0.167,0,4.24,4500
Hyundai,Economy,Sedan,rear,2,dent,0.032,0,7.13,2800
Volkswagen,Mid,SUV,rear,9,scratch,0.051,0,6.16,2800
Hyundai,Economy,Sedan,rear,5,scratch,0.208,0,5.2,2700
Hyundai,Economy,Hatchback,side,6,damaged_tire,0.024,0,3.26,2500
MG,Mid,SUV,front,0,glass_damage,0.206,1,14.35,39600
Audi,Luxury,Sedan,front,9,dent,0.088,0,12.49,20000
Skoda,Mid,Sedan,front,6,glass_damage,0.074,0,6.9,11000
Maruti Suzuki,Economy,Sedan,front,1,scratch,0.083,0,7.25,2300
Volvo,Luxury,SUV,rear,2,scratch,0.192,0,44.28,14200
Toyota,Mid,Sedan,front,7,scratch,0.079,0,5.93,2800
Honda,Mid,Sedan,front,1,scratch,0.289,0,10.99,7100
Hyundai,Economy,Hatchback,front,6,dent,0.102,0,3.62,4400
MG,Mid,Sedan,front,9,scratch,0.085,0,4.6,3200
Honda,Mid,Sedan,front,2,damaged_tire,0.11,0,10.22,9700
Maruti Suzuki,Economy,Hatchback,side,9,scratch,0.276,0,2.11,2600
Mercedes,Luxury,Sedan,side,4,dent,0.154,0,24.62,27000
BMW,Luxury,Sedan,rear,7,glass_damage,0.035,0,17.16,27500
Tata,Economy,SUV,front,6,dent,0.143,0,5.59,7300
Maruti Suzuki,Economy,Hatchback,front,6,dent,0.285,1,3.36,16800
Maruti Suzuki,Economy,Hatchback,front,8,dent,0.202,1,2.4,16900
Volkswagen,Mid,Sedan,front,6,damaged_tire,0.037,0,7.05,5700
Maruti Suzuki,Economy,SUV,rear,4,scratch,0.105,0,7.39,2400
BMW,Luxury,SUV,rear,5,lamp_broken,0.09,0,33.87,30000
Maruti Suzuki,Economy,Hatchback,front,4,dent,0.086,0,3.39,4500
Maruti Suzuki,Economy,Hatchback,front,5,lamp_broken,0.182,0,3.71,7600
Audi,Luxury,Sedan,rear,3,dent,0.25,0,24.52,23400
MG,Mid,SUV,front,7,scratch,0.062,0,8.63,3200
Maruti Suzuki,Economy,Hatchback,rear,7,dent,0.052,0,2.7,2600
Tata,Economy,Hatchback,rear,0,glass_damage,0.303,0,5.22,7400
Volvo,Luxury,SUV,side,4,dent,0.095,0,37.17,23500
Hyundai,Economy,Hatchback,rear,4,scratch,0.17,0,4.43,1900
Toyota,Mid,SUV,front,3,scratch,0.071,0,12.15,4100
BMW,Luxury,Sedan,rear,6,scratch,0.249,0,19.73,12600
Nissan,Economy,Hatchback,front,1,lamp_broken,0.115,0,5.27,6600
Honda,Mid,SUV,front,2,damaged_tire,0.101,0,14.05,9200
BMW,Luxury,Sedan,rear,8,dent,0.022,0,14.78,9000
Toyota,Mid,Sedan,side,5,dent,0.029,0,7.65,5200
Tata,Economy,Sedan,front,8,damaged_tire,0.048,0,3.66,3400
Mercedes,Luxury,SUV,front,3,glass_damage,0.15,0,39.59,56200
Maruti Suzuki,Economy,Hatchback,rear,10,scratch,0.161,0,1.75,1900
Volkswagen,Mid,Hatchback,rear,3,glass_damage,0.281,0,6.35,14300
Honda,Mid,Hatchback,front,2,glass_damage,0.174,1,6.27,35300
Mercedes,Luxury,SUV,side,17,glass_damage,0.165,0,9.75,41600
Maruti Suzuki,Economy,Sedan,rear,2,glass_damage,0.086,0,6.78,5800
Volvo,Luxury,SUV,rear,6,damaged_tire,0.071,0,30.88,14300
Skoda,Mid,Sedan,rear,5,glass_damage,0.059,0,8.29,9900
Nissan,Economy,Sedan,front,9,lamp_broken,0.089,0,3.01,5200
Tata,Economy,SUV,front,2,dent,0.095,0,8.62,6200
Renault,Economy,Sedan,rear,0,dent,0.087,0,7.81,3300
Volkswagen,Mid,SUV,rear,10,damaged_tire,0.134,0,4.9,7400
Toyota,Mid,SUV,front,5,glass_damage,0.043,0,10.79,14500
Renault,Economy,Sedan,front,5,glass_damage,0.185,0,5.07,8900
Volkswagen,Mid,SUV,front,18,dent,0.154,0,3.16,10600
Nissan,Economy,Sedan,side,13,scratch,0.383,0,1.52,3200
Honda,Mid,Hatchback,front,5,glass_damage,0.1,0,4.94,14200
Renault,Economy,Hatchback,front,3,lamp_broken,0.183,1,3.97,17500
Maruti Suzuki,Economy,Hatchback,front,2,glass_damage,0.23,1,4.8,20100
Volkswagen,Mid,SUV,front,1,dent,0.074,0,15.2,11800
Audi,Luxury,SUV,front,2,damaged_tire,0.073,0,42.73,23000
Mercedes,Luxury,SUV,rear,2,glass_damage,0.055,0,43.21,45000
Nissan,Economy,Hatchback,side,1,scratch,0.032,0,5.02,1400
MG,Mid,SUV,front,8,dent,0.232,0,6.98,13800
Maruti Suzuki,Economy,Hatchback,side,8,scratch,0.252,0,2.48,2700
Maruti Suzuki,Economy,Hatchback,side,8,glass_damage,0.166,0,2.36,5800
Skoda,Mid,Sedan,front,3,dent,0.224,0,9.34,15300
Tata,Economy,Hatchback,side,9,scratch,0.063,0,2.15,1300
Volkswagen,Mid,Sedan,side,2,glass_damage,0.036,0,10.21,10600
Renault,Economy,Sedan,rear,2,scratch,0.093,0,7.03,2000
Jaguar,Luxury,SUV,rear,12,scratch,0.173,0,10.21,11600
Hyundai,Economy,Hatchback,front,6,dent,0.216,0,3.16,6100
MG,Mid,Sedan,front,7,scratch,0.183,0,5.54,4500
Audi,Luxury,SUV,front,1,scratch,0.05,0,46.28,11500
Tata,Economy,Hatchback,front,4,glass_damage,0.071,0,4.29,6700
Renault,Economy,Sedan,front,5,dent,0.274,0,5.23,8900
Hyundai,Economy,Sedan,front,5,damaged_tire,0.125,0,5.25,5100
Toyota,Mid,Sedan,front,3,lamp_broken,0.107,0,10.05,15200
Volkswagen,Mid,Hatchback,front,4,dent,0.08,0,6.07,9000
MG,Mid,SUV,front,1,scratch,0.167,0,14.37,6100
BMW,Luxury,SUV,front,5,scratch,0.17,0,33.98,16600
Toyota,Mid,SUV,side,5,scratch,0.213,0,10.6,5600
Hyundai,Economy,Hatchback,side,12,scratch,0.07,0,1.5,1400
Hyundai,Economy,Sedan,front,4,scratch,0.177,0,5.66,3000
Volkswagen,Mid,SUV,front,2,scratch,0.083,0,14.07,4000
Honda,Mid,SUV,front,5,scratch,0.082,0,9.63,4300
Maruti Suzuki,Economy,SUV,front,6,scratch,0.15,0,5.52,2900
Maruti Suzuki,Economy,Sedan,rear,1,scratch,0.2,0,7.64,3000
Renault,Economy,Hatchback,front,7,dent,0.07,0,2.92,3100
Hyundai,Economy,Sedan,front,6,damaged_tire,0.248,0,4.85,5600
Maruti Suzuki,Economy,Sedan,front,4,scratch,0.135,0,6.18,3000
Nissan,Economy,Hatchback,front,3,scratch,0.129,0,4.33,2400
Renault,Economy,Hatchback,side,4,scratch,0.121,0,3.7,2000
BMW,Luxury,Sedan,front,10,scratch,0.068,0,10.02,8600
Toyota,Mid,Hatchback,side,3,lamp_broken,0.251,0,6.82,15600
Volvo,Luxury,Sedan,front,5,scratch,0.069,0,24.22,11000
BMW,Luxury,SUV,rear,14,scratch,0.055,0,9.74,6200
BMW,Luxury,SUV,rear,6,dent,0.186,0,30.57,22800
Hyundai,Economy,Hatchback,side,4,dent,0.06,0,4.07,3000
Nissan,Economy,Hatchback,front,10,lamp_broken,0.278,0,1.65,9800
Maruti Suzuki,Economy,Hatchback,front,12,dent,0.164,0,1.5,4400
Hyundai,Economy,Hatchback,side,2,dent,0.136,0,4.21,4600
Volvo,Luxury,Sedan,rear,9,scratch,0.198,0,12.53,10700
Skoda,Mid,Sedan,rear,5,dent,0.059,0,7.7,5900
Renault,Economy,SUV,front,2,dent,0.123,0,8.1,7400
Audi,Luxury,SUV,rear,0,scratch,0.047,0,49.47,8600
Renault,Economy,Hatchback,side,4,scratch,0.103,0,3.94,1800
Hyundai,Economy,Hatchback,front,4,scratch,0.139,0,3.62,2500
Renault,Economy,SUV,side,5,dent,0.146,0,6.3,6700
Audi,Luxury,Sedan,rear,7,damaged_tire,0.076,0,18.02,12400
MG,Mid,Sedan,front,8,scratch,0.106,0,5.62,3400
Tata,Economy,Sedan,front,3,glass_damage,0.066,0,6.81,7500
Mercedes,Luxury,SUV,rear,4,glass_damage,0.146,0,34.41,47600
Jaguar,Luxury,SUV,front,2,scratch,0.158,0,41.67,18800
Tata,Economy,Sedan,front,8,glass_damage,0.169,1,3.03,17200
Skoda,Mid,Sedan,rear,6,glass_damage,0.114,0,7.22,9900
Volvo,Luxury,SUV,side,1,glass_damage,0.204,0,49.38,68300
Renault,Economy,Hatchback,front,14,dent,0.085,0,1.5,3100
Skoda,Mid,Hatchback,front,3,scratch,0.039,0,6.99,2600
Renault,Economy,Hatchback,rear,1,glass_damage,0.051,0,5.14,5100
Renault,Economy,Sedan,rear,7,dent,0.031,0,4.14,2100
Renault,Economy,Hatchback,rear,2,lamp_broken,0.28,0,4.74,7900
Volkswagen,Mid,Hatchback,rear,4,dent,0.046,0,6.02,4600
Renault,Economy,Hatchback,side,5,scratch,0.063,0,3.85,1600
Kia,Mid,SUV,rear,4,dent,0.061,0,11.59,7900
Maruti Suzuki,Economy,Hatchback,side,6,damaged_tire,0.049,0,3.19,2800
Volkswagen,Mid,SUV,front,10,glass_damage,0.019,0,4.46,10300
Hyundai,Economy,Sedan,front,7,glass_damage,0.103,0,4.44,7200
Kia,Mid,SUV,front,3,scratch,0.188,0,12.75,6500
Toyota,Mid,Sedan,side,4,lamp_broken,0.1,0,8.88,14100
Tata,Economy,Hatchback,front,4,scratch,0.177,0,4.04,2700
Renault,Economy,SUV,rear,7,dent,0.104,0,5.7,4100
Skoda,Mid,Hatchback,rear,2,scratch,0.126,0,6.93,3100
Maruti Suzuki,Economy,Hatchback,front,3,lamp_broken,0.081,0,4.21,5300
Volvo,Luxury,SUV,front,6,damaged_tire,0.143,0,29.56,23000
Tata,Economy,SUV,rear,2,scratch,0.099,0,9.13,2500
Tata,Economy,SUV,rear,10,dent,0.177,0,2.63,5400
Tata,Economy,Hatchback,rear,7,damaged_tire,0.325,0,2.94,4900
Tata,Economy,Hatchback,front,5,scratch,0.188,0,3.54,2500
Honda,Mid,Hatchback,rear,3,dent,0.207,1,6.39,29300
Volvo,Luxury,Sedan,rear,8,lamp_broken,0.041,0,15.48,19900
Tata,Economy,Sedan,rear,5,scratch,0.033,0,5.57,1200
Audi,Luxury,SUV,side,9,scratch,0.212,0,19.45,16500
Audi,Luxury,Sedan,front,7,scratch,0.074,0,17.38,8100
Mercedes,Luxury,Sedan,front,3,dent,0.183,1,26.87,70200
Kia,Mid,SUV,front,2,scratch,0.082,0,13.09,4800
Tata,Economy,SUV,rear,4,dent,0.15,0,7.67,5800
Hyundai,Economy,Sedan,front,12,damaged_tire,0.121,0,1.67,4100
MG,Mid,SUV,rear,3,dent,0.194,0,12.6,13400
Tata,Economy,SUV,front,12,scratch,0.052,0,1.94,1700
Volvo,Luxury,SUV,front,4,dent,0.154,0,34.57,31600
Renault,Economy,Sedan,side,10,scratch,0.165,0,2.51,2400
Renault,Economy,Hatchback,rear,12,glass_damage,0.083,0,1.5,4000
Renault,Economy,Hatchback,rear,2,scratch,0.044,0,4.95,1300
Volkswagen,Mid,Hatchback,rear,4,scratch,0.172,0,5.92,3700
Volvo,Luxury,SUV,front,2,glass_damage,0.1,0,43.37,56600
Toyota,Mid,SUV,rear,3,dent,0.084,0,11.79,8500
Maruti Suzuki,Economy,SUV,side,1,damaged_tire,0.16,0,9.13,6200
Skoda,Mid,Hatchback,front,5,dent,0.14,0,5.34,11300
Maruti Suzuki,Economy,Hatchback,rear,13,dent,0.105,0,1.5,2700
BMW,Luxury,SUV,rear,4,scratch,0.064,0,34.95,9000
Skoda,Mid,SUV,side,4,glass_damage,0.13,0,12.18,17400
Renault,Economy,Hatchback,rear,2,damaged_tire,0.059,0,4.64,3000
Jaguar,Luxury,SUV,front,8,dent,0.214,0,21.64,36800
Tata,Economy,Hatchback,front,2,damaged_tire,0.14,0,4.49,5400
Jaguar,Luxury,Sedan,rear,3,dent,0.027,0,28.46,11500
Renault,Economy,Hatchback,front,13,scratch,0.078,0,1.5,1400
Mercedes,Luxury,Sedan,front,5,glass_damage,0.185,0,21.78,61000
Honda,Mid,Sedan,rear,5,glass_damage,0.204,0,8.19,13500
Tata,Economy,Hatchback,rear,4,scratch,0.089,0,3.87,1600
Hyundai,Economy,Hatchback,rear,2,glass_damage,0.177,0,4.66,6800
Nissan,Economy,SUV,rear,4,lamp_broken,0.116,0,7.05,6200
Renault,Economy,Hatchback,front,6,scratch,0.132,0,3.02,2100
Nissan,Economy,Hatchback,side,7,lamp_broken,0.123,0,3.07,5000
Maruti Suzuki,Economy,Hatchback,front,8,dent,0.063,0,2.33,3400
Jaguar,Luxury,SUV,side,10,dent,0.111,0,15.31,21900
Tata,Economy,SUV,front,7,scratch,0.247,0,5.01,3600
Nissan,Economy,SUV,front,6,lamp_broken,0.019,0,5.88,4200
Audi,Luxury,SUV,rear,8,damaged_tire,0.024,0,22.17,12000
Skoda,Mid,Sedan,rear,4,scratch,0.122,0,9.34,3600
Hyundai,Economy,Hatchback,side,9,scratch,0.183,0,2.12,2200
Toyota,Mid,SUV,side,10,glass_damage,0.13,0,4.68,13400
Tata,Economy,Hatchback,side,2,dent,0.135,0,4.69,5000
Hyundai,Economy,Hatchback,rear,8,lamp_broken,0.091,0,2.34,3800
Nissan,Economy,Hatchback,side,11,dent,0.018,0,1.5,1700
Renault,Economy,Hatchback,rear,2,dent,0.115,0,4.72,4300
Honda,Mid,SUV,front,8,dent,0.086,0,7.16,10500
Maruti Suzuki,Economy,Sedan,front,7,glass_damage,0.044,0,4.5,6200
Kia,Mid,SUV,front,3,scratch,0.059,0,12.37,3600
Hyundai,Economy,SUV,side,4,scratch,0.162,0,7.5,2600
Renault,Economy,Sedan,front,2,glass_damage,0.311,0,6.73,11400
Skoda,Mid,SUV,front,2,dent,0.128,0,13.37,14400
Tata,Economy,Hatchback,rear,8,dent,0.122,0,2.32,3600
Audi,Luxury,SUV,front,3,dent,0.243,0,41.45,40300
Kia,Mid,Sedan,side,6,glass_damage,0.056,0,7.06,10000
Hyundai,Economy,Sedan,side,5,glass_damage,0.147,0,5.32,7400
MG,Mid,Hatchback,front,4,dent,0.158,0,5.63,10300
Skoda,Mid,SUV,rear,2,dent,0.038,0,12.68,6600
